Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:09,01292,800A12610,012381,801318F70,28391.11,US Dollar,28391.11,US Dollar,Cheque,0
2022/09/01 00:29,01292,800A12610,012381,801318F70,21897.08,US Dollar,21897.08,US Dollar,Credit Card,0
2022/09/01 00:02,01292,800A12610,012381,801318F70,55358.17,US Dollar,55358.17,US Dollar,ACH,0
2022/09/01 00:06,01362,8010D7100,013145,801319860,2713.91,US Dollar,2713.91,US Dollar,Cheque,0
2022/09/01 00:10,01362,8010D7100,013145,801319860,659.93,US Dollar,659.93,US Dollar,Credit Card,0
2022/09/01 00:24,01362,8010D7100,013145,801319860,327.32,US Dollar,327.32,US Dollar,Cash,0
2022/09/01 00:19,013037,801319F30,013037,801319F30,65403.58,US Dollar,65403.58,US Dollar,Reinvestment,0
2022/09/01 00:06,013037,80131A450,013037,80131A450,289922.94,US Dollar,289922.94,US Dollar,Reinvestment,0
2022/09/01 00:15,033287,801319200,033287,801319200,2576.08,US Dollar,2576.08,US Dollar,Reinvestment,0
2022/09/01 00:15,001853,801318D80,001853,801318D80,22.74,US Dollar,22.74,US Dollar,Reinvestment,0
2022/09/01 00:04,012381,80131AC40,012381,80131AC40,163.43,US Dollar,163.43,US Dollar,Reinvestment,0
2022/09/01 00:16,01665,801318500,011474,80131ACE0,16181894.00,US Dollar,16181894.00,US Dollar,ACH,0
2022/09/01 00:06,002947,801318550,002947,801318550,11.07,US Dollar,11.07,US Dollar,Reinvestment,0
2022/09/01 00:25,011474,80131ACE0,001,8000F4D20,968.71,US Dollar,968.71,US Dollar,Credit Card,0
2022/09/01 00:12,001,80131CCE0,001,80131CCE0,99437.65,US Dollar,99437.65,US Dollar,Reinvestment,0
2022/09/01 00:29,022164,80131CD30,022164,80131CD30,20.82,US Dollar,20.82,US Dollar,Reinvestment,0
2022/09/01 00:24,021550,80131DD80,021550,80131DD80,12.72,US Dollar,12.72,US Dollar,Reinvestment,0
2022/09/01 00:06,033291,80131E380,033291,80131E380,10916.52,US Dollar,10916.52,US Dollar,Reinvestment,0
2022/09/01 00:07,001241,800BFC160,002991,8012ACC80,13266.03,US Dollar,13266.03,US Dollar,Credit Card,0
2022/09/01 00:02,001241,800BFC160,002991,8012ACC80,1120.72,US Dollar,1120.72,US Dollar,Cash,0
2022/09/01 00:11,002991,80131DB90,002991,80131DB90,24.02,US Dollar,24.02,US Dollar,Reinvestment,0
2022/09/01 00:05,022205,801320E50,022205,801320E50,726663.10,US Dollar,726663.10,US Dollar,Reinvestment,0
2022/09/01 00:21,012735,80131EDF0,012735,80131EDF0,6694.53,US Dollar,6694.53,US Dollar,Reinvestment,0
2022/09/01 00:26,01467,8013201B0,01467,8013201B0,1389.10,US Dollar,1389.10,US Dollar,Reinvestment,0
2022/09/01 00:03,01292,801320B60,01292,801320B60,12217.46,US Dollar,12217.46,US Dollar,Reinvestment,0
2022/09/01 00:17,011318,801320C50,011318,801320C50,1443.95,US Dollar,1443.95,US Dollar,Reinvestment,0
2022/09/01 00:17,013145,80131EDA0,021611,801321690,542745.00,US Dollar,542745.00,US Dollar,Cheque,0
2022/09/01 00:14,013145,80131EDA0,013145,80131EDA0,21.66,US Dollar,21.66,US Dollar,Reinvestment,0
2022/09/01 00:18,01292,801320B60,01292,801320B60,7.96,US Dollar,7.96,US Dollar,Reinvestment,0
2022/09/01 00:00,021611,801321690,0111425,814456430,18.31,US Dollar,18.31,US Dollar,Credit Card,0
2022/09/01 00:28,012719,80131D600,012719,80131D600,4222651.31,US Dollar,4222651.31,US Dollar,Reinvestment,0
2022/09/01 00:14,032885,80131D6A0,012719,80131D600,43.73,US Dollar,43.73,US Dollar,Wire,0
2022/09/01 00:17,011318,80131D740,011318,80131D740,870.74,US Dollar,870.74,US Dollar,Reinvestment,0
2022/09/01 00:07,00513,8013224D0,00513,8013224D0,195.52,US Dollar,195.52,US Dollar,Reinvestment,0
2022/09/01 00:03,010,80131D7E0,010,80131D7E0,20.42,US Dollar,20.42,US Dollar,Reinvestment,0
2022/09/01 00:13,022736,80131D2B0,022736,80131D2B0,5300.35,US Dollar,5300.35,US Dollar,Reinvestment,0
2022/09/01 00:12,003051,801322B30,003051,801322B30,284.02,US Dollar,284.02,US Dollar,Reinvestment,0
2022/09/01 00:23,022164,80131D210,005140,80DF8AF90,30.73,US Dollar,30.73,US Dollar,Credit Card,0
2022/09/01 00:20,01362,80131D260,01362,80131D260,14.57,US Dollar,14.57,US Dollar,Reinvestment,0
2022/09/01 00:07,01292,801323B20,01292,801323B20,27411.08,US Dollar,27411.08,US Dollar,Reinvestment,0
2022/09/01 00:12,01420,800632040,022828,80116E8A0,93.52,US Dollar,93.52,US Dollar,Cheque,0
2022/09/01 00:05,022345,801324890,022345,801324890,193646.40,US Dollar,193646.40,US Dollar,Reinvestment,0
2022/09/01 00:20,013037,8013257D0,013037,8013257D0,14.92,US Dollar,14.92,US Dollar,Reinvestment,0
2022/09/01 00:13,011974,801325AE0,011974,801325AE0,1197.42,US Dollar,1197.42,US Dollar,Reinvestment,0
2022/09/01 00:08,01362,8013255E0,01362,8013255E0,8.07,US Dollar,8.07,US Dollar,Reinvestment,0
2022/09/01 00:04,011471,801327EB0,011471,801327EB0,1366475.72,US Dollar,1366475.72,US Dollar,Reinvestment,0
2022/09/01 00:11,011318,8013283E0,011318,8013283E0,10.82,US Dollar,10.82,US Dollar,Reinvestment,0
2022/09/01 00:26,00701,801328970,00701,801328970,101873.72,US Dollar,101873.72,US Dollar,Reinvestment,0
2022/09/01 00:02,012719,8013289C0,012719,8013289C0,36680.59,US Dollar,36680.59,US Dollar,Reinvestment,0
2022/09/01 00:02,021575,80132C010,021575,80132C010,40615.46,US Dollar,40615.46,US Dollar,Reinvestment,0
2022/09/01 00:03,01292,80132C450,01292,80132C450,162611.37,US Dollar,162611.37,US Dollar,Reinvestment,0
2022/09/01 00:25,010,80087F1D0,010,80087F1D0,22.07,US Dollar,22.07,US Dollar,Reinvestment,0
2022/09/01 00:23,01729,80087EE80,01729,80087EE80,10.22,US Dollar,10.22,US Dollar,Reinvestment,0
2022/09/01 00:14,002845,801333D10,002845,801333D10,9.49,US Dollar,9.49,US Dollar,Reinvestment,0
2022/09/01 00:22,011974,801336650,011974,801336650,136880.78,US Dollar,136880.78,US Dollar,Reinvestment,0
2022/09/01 00:27,031166,8013286C0,001853,801329450,1705.28,US Dollar,1705.28,US Dollar,Cheque,0
2022/09/01 00:09,021174,801329940,021174,801329940,693522.48,US Dollar,693522.48,US Dollar,Reinvestment,0
2022/09/01 00:04,003242,801332550,003242,801332550,31525.55,US Dollar,31525.55,US Dollar,Reinvestment,0
2022/09/01 00:23,001457,8013326E0,001457,8013326E0,4844.95,US Dollar,4844.95,US Dollar,Reinvestment,0
2022/09/01 00:23,021611,80132BE20,021611,80132BE20,13.37,US Dollar,13.37,US Dollar,Reinvestment,0
2022/09/01 00:21,011974,80132C6F0,005140,8066AD150,15.28,US Dollar,15.28,US Dollar,Credit Card,0
2022/09/01 00:28,003242,801332550,003242,801332550,10.76,US Dollar,10.76,US Dollar,Reinvestment,0
2022/09/01 00:15,001457,8013326E0,001457,8013326E0,19.17,US Dollar,19.17,US Dollar,Reinvestment,0
2022/09/01 00:04,001047,801326A90,001047,801326A90,79252.70,US Dollar,79252.70,US Dollar,Reinvestment,0
2022/09/01 00:23,01420,801337D60,01420,801337D60,1608616.65,US Dollar,1608616.65,US Dollar,Reinvestment,0
2022/09/01 00:06,02843,8006B6220,01420,801337D60,911.66,US Dollar,911.66,US Dollar,Cheque,0
2022/09/01 00:22,02843,8006B6220,01420,801337D60,2556.08,US Dollar,2556.08,US Dollar,Cash,0
2022/09/01 00:25,013037,801339E50,013037,801339E50,125665.78,US Dollar,125665.78,US Dollar,Reinvestment,0
2022/09/01 00:18,010,8001523C0,013037,801339E50,8754.62,US Dollar,8754.62,US Dollar,Cheque,0
2022/09/01 00:26,010,8001523C0,013037,801339E50,38964.24,US Dollar,38964.24,US Dollar,Wire,0
2022/09/01 00:16,013037,801339E50,013037,801339E50,7.73,US Dollar,7.73,US Dollar,Reinvestment,0
2022/09/01 00:20,002627,80133A350,002627,80133A350,131914.88,US Dollar,131914.88,US Dollar,Reinvestment,0
2022/09/01 00:16,01729,8012D13C0,002627,80133A350,9049.37,US Dollar,9049.37,US Dollar,Cheque,0
2022/09/01 00:01,01729,8012D13C0,002627,80133A350,8339.97,US Dollar,8339.97,US Dollar,Credit Card,0
2022/09/01 00:27,01601,80133AD00,01601,80133AD00,30578.11,US Dollar,30578.11,US Dollar,Reinvestment,0
2022/09/01 00:15,01601,80133AD00,01601,80133AD00,15.99,US Dollar,15.99,US Dollar,Reinvestment,0
2022/09/01 00:00,01729,80133AAC0,01729,80133AAC0,1085130.82,US Dollar,1085130.82,US Dollar,Reinvestment,0
2022/09/01 00:08,010,80133C050,010,80133C050,16.95,US Dollar,16.95,US Dollar,Reinvestment,0
2022/09/01 00:03,011474,80133BA10,011474,80133BA10,1341296.82,US Dollar,1341296.82,US Dollar,Reinvestment,0
2022/09/01 00:05,001412,80133D230,001412,80133D230,386672.95,US Dollar,386672.95,US Dollar,Reinvestment,0
2022/09/01 00:14,011904,80133D7B0,011904,80133D7B0,49828.92,US Dollar,49828.92,US Dollar,Reinvestment,0
2022/09/01 00:21,011904,80133D7B0,011904,80133D7B0,12.20,US Dollar,12.20,US Dollar,Reinvestment,0
2022/09/01 00:16,01420,800F131B0,013037,80133DEE0,8151.02,US Dollar,8151.02,US Dollar,Cheque,0
2022/09/01 00:04,01420,800F131B0,013037,80133DEE0,15709.23,US Dollar,15709.23,US Dollar,Credit Card,0
2022/09/01 00:28,01420,800F131B0,013037,80133DEE0,18733.26,US Dollar,18733.26,US Dollar,Cash,0
2022/09/01 00:26,012381,80133E4D0,012381,80133E4D0,223327.29,US Dollar,223327.29,US Dollar,Reinvestment,0
2022/09/01 00:09,012381,80133E4D0,012381,80133E4D0,16.30,US Dollar,16.30,US Dollar,Reinvestment,0
2022/09/01 00:24,002824,80133F240,002824,80133F240,649744.42,US Dollar,649744.42,US Dollar,Reinvestment,0
2022/09/01 00:24,021575,8010A2180,002824,80133F240,1688.05,US Dollar,1688.05,US Dollar,Cheque,0
2022/09/01 00:02,021575,8010A2180,002824,80133F240,11106.01,US Dollar,11106.01,US Dollar,Credit Card,0
2022/09/01 00:03,002454,80133FC10,002454,80133FC10,24.65,US Dollar,24.65,US Dollar,Reinvestment,0
2022/09/01 00:14,002627,80133ECF0,002627,80133ECF0,4.14,US Dollar,4.14,US Dollar,Reinvestment,0
2022/09/01 00:01,001686,80133EFB0,001686,80133EFB0,3.14,US Dollar,3.14,US Dollar,Reinvestment,0
2022/09/01 00:16,003242,80133FE80,008805,809392700,53.68,US Dollar,53.68,US Dollar,Credit Card,0
2022/09/01 00:10,031091,801341300,002952,801341260,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:00,001068,80078B850,002952,801341260,1019.66,US Dollar,1019.66,US Dollar,Cheque,0
2022/09/01 00:13,001068,80078B850,002952,801341260,1222.27,US Dollar,1222.27,US Dollar,Credit Card,0
2022/09/01 00:18,01729,801341A20,01729,801341A20,24.10,US Dollar,24.10,US Dollar,Reinvestment,0
2022/09/01 00:19,001686,801341F20,001686,801341F20,261205.44,US Dollar,261205.44,US Dollar,Reinvestment,0
2022/09/01 00:29,002439,8013422C0,002439,8013422C0,47659.50,US Dollar,47659.50,US Dollar,Reinvestment,0
2022/09/01 00:24,021575,800D307B0,002439,8013422C0,103114.78,US Dollar,103114.78,US Dollar,Cheque,0
2022/09/01 00:07,021575,800D307B0,002439,8013422C0,11988.96,US Dollar,11988.96,US Dollar,Credit Card,0
2022/09/01 00:06,021575,800D307B0,002439,8013422C0,9131.47,US Dollar,9131.47,US Dollar,Cash,0
2022/09/01 00:24,013037,80133CE20,001686,801342510,20820320.63,US Dollar,20820320.63,US Dollar,Cheque,0
2022/09/01 00:07,001686,80133E8D0,001686,80133E8D0,7.49,US Dollar,7.49,US Dollar,Reinvestment,0
2022/09/01 00:07,002845,8013417E0,002845,8013417E0,12.76,US Dollar,12.76,US Dollar,Reinvestment,0
2022/09/01 00:26,001686,801342510,022736,80310D070,22.20,US Dollar,22.20,US Dollar,Credit Card,0
2022/09/01 00:28,001,80131B6F0,001,80131B6F0,52075219.47,US Dollar,52075219.47,US Dollar,Reinvestment,0
2022/09/01 00:21,011813,80131B790,011813,80131B790,1426.56,US Dollar,1426.56,US Dollar,Reinvestment,0
2022/09/01 00:12,012381,8013234E0,012381,8013234E0,20837.36,US Dollar,20837.36,US Dollar,Reinvestment,0
2022/09/01 00:27,002947,801325340,002947,801325340,26649.99,US Dollar,26649.99,US Dollar,Reinvestment,0
2022/09/01 00:25,033311,801338AE0,033311,801338AE0,21811.69,US Dollar,21811.69,US Dollar,Reinvestment,0
2022/09/01 00:16,02843,801338D50,02843,801338D50,5115.64,US Dollar,5115.64,US Dollar,Reinvestment,0
2022/09/01 00:16,003229,80133A7C0,003229,80133A7C0,55462.53,US Dollar,55462.53,US Dollar,Reinvestment,0
2022/09/01 00:28,001,80133B5A0,001,80133B5A0,1579.97,US Dollar,1579.97,US Dollar,Reinvestment,0
2022/09/01 00:02,011904,80133B640,011904,80133B640,696.10,US Dollar,696.10,US Dollar,Reinvestment,0
2022/09/01 00:00,001,80131B6F0,001,80131B6F0,17.41,US Dollar,17.41,US Dollar,Reinvestment,0
2022/09/01 00:01,001047,801325390,001047,801325390,5.48,US Dollar,5.48,US Dollar,Reinvestment,0
2022/09/01 00:22,011318,801326560,011318,801326560,22.90,US Dollar,22.90,US Dollar,Reinvestment,0
2022/09/01 00:19,003149,8013388F0,011904,80C762F00,87.91,US Dollar,87.91,US Dollar,Credit Card,0
2022/09/01 00:27,02843,801338D50,02843,801338D50,9.61,US Dollar,9.61,US Dollar,Reinvestment,0
2022/09/01 00:17,003229,80133A7C0,003229,80133A7C0,24.37,US Dollar,24.37,US Dollar,Reinvestment,0
2022/09/01 00:07,01665,801343030,001,8002B62D0,93.42,US Dollar,93.42,US Dollar,Credit Card,0
2022/09/01 00:21,022828,8013431C0,022828,8013431C0,17.33,US Dollar,17.33,US Dollar,Reinvestment,0
2022/09/01 00:16,003149,801344F40,003149,801344F40,2696.29,US Dollar,2696.29,US Dollar,Reinvestment,0
2022/09/01 00:21,001411,801346A80,001411,801346A80,5217.88,US Dollar,5217.88,US Dollar,Reinvestment,0
2022/09/01 00:07,001411,801346A80,001411,801346A80,7.16,US Dollar,7.16,US Dollar,Reinvestment,0
2022/09/01 00:23,012735,80118A5E0,012735,80118A5E0,31311.44,US Dollar,31311.44,US Dollar,Reinvestment,0
2022/09/01 00:11,012735,80118A5E0,012735,80118A5E0,14.83,US Dollar,14.83,US Dollar,Reinvestment,0
2022/09/01 00:20,011471,8013509D0,011471,8013509D0,480601.06,US Dollar,480601.06,US Dollar,Reinvestment,0
2022/09/01 00:17,011471,8013509D0,011471,8013509D0,16.63,US Dollar,16.63,US Dollar,Reinvestment,0
2022/09/01 00:11,001853,801350A20,001853,801350A20,8.34,US Dollar,8.34,US Dollar,Reinvestment,0
2022/09/01 00:03,010,801354D90,010,801354D90,17.14,US Dollar,17.14,US Dollar,Reinvestment,0
2022/09/01 00:06,012719,801354AB0,012719,801354AB0,8.52,US Dollar,8.52,US Dollar,Reinvestment,0
2022/09/01 00:10,003149,801354B00,003149,801354B00,3.87,US Dollar,3.87,US Dollar,Reinvestment,0
2022/09/01 00:16,021575,8009412A0,003144,801357CC0,1489.45,US Dollar,1489.45,US Dollar,Cheque,0
2022/09/01 00:10,021575,8009412A0,003144,801357CC0,4242.14,US Dollar,4242.14,US Dollar,Credit Card,0
2022/09/01 00:24,011296,801357920,011296,801357920,82294.13,US Dollar,82294.13,US Dollar,Reinvestment,0
2022/09/01 00:18,00701,801358410,00701,801358410,22347.17,US Dollar,22347.17,US Dollar,Reinvestment,0
2022/09/01 00:25,001241,8013589F0,001241,8013589F0,489.88,US Dollar,489.88,US Dollar,Reinvestment,0
2022/09/01 00:25,01467,800534CB0,002385,801358800,2699.90,US Dollar,2699.90,US Dollar,Cheque,0
2022/09/01 00:23,01467,800534CB0,002385,801358800,10203.52,US Dollar,10203.52,US Dollar,Credit Card,0
2022/09/01 00:28,01467,800534CB0,002385,801358800,2307.04,US Dollar,2307.04,US Dollar,Cash,0
2022/09/01 00:12,01467,800534CB0,002385,801358800,5816.94,US Dollar,5816.94,US Dollar,ACH,0
2022/09/01 00:27,01467,800534CB0,002385,801358800,242.68,US Dollar,242.68,US Dollar,Wire,0
2022/09/01 00:24,011157,8013590D0,011157,8013590D0,283808.04,US Dollar,283808.04,US Dollar,Reinvestment,0
2022/09/01 00:01,01467,801359EE0,01467,801359EE0,86.93,US Dollar,86.93,US Dollar,Reinvestment,0
2022/09/01 00:14,01729,801359F30,01729,801359F30,8199.06,US Dollar,8199.06,US Dollar,Reinvestment,0
2022/09/01 00:02,01467,801359EE0,01467,801359EE0,21.54,US Dollar,21.54,US Dollar,Reinvestment,0
2022/09/01 00:07,070,100428660,001047,800C4D480,641.82,US Dollar,641.82,US Dollar,Cheque,0
2022/09/01 00:15,070,100428660,001047,800C4D480,336.78,US Dollar,336.78,US Dollar,Cash,0
2022/09/01 00:26,01292,800484420,011318,80135C360,7324.64,US Dollar,7324.64,US Dollar,Cheque,0
2022/09/01 00:29,01292,800484420,011318,80135C360,6668.10,US Dollar,6668.10,US Dollar,Credit Card,0
2022/09/01 00:21,001068,80135F8C0,001068,80135F8C0,2001.06,US Dollar,2001.06,US Dollar,Reinvestment,0
2022/09/01 00:25,001412,800EBD200,001068,80135F8C0,18159.45,US Dollar,18159.45,US Dollar,Cheque,0
2022/09/01 00:17,001412,800EBD200,001068,80135F8C0,26953.23,US Dollar,26953.23,US Dollar,Cash,0
2022/09/01 00:17,001068,80135F8C0,001068,80135F8C0,18.61,US Dollar,18.61,US Dollar,Reinvestment,0
2022/09/01 00:23,032454,8013606E0,032454,8013606E0,1042.90,US Dollar,1042.90,US Dollar,Reinvestment,0
2022/09/01 00:21,022736,80124AAE0,022736,80124AAE0,124589.83,US Dollar,124589.83,US Dollar,Reinvestment,0
2022/09/01 00:18,001,80135B4B0,001,80135B4B0,1333.49,US Dollar,1333.49,US Dollar,Reinvestment,0
2022/09/01 00:04,011318,80135B550,011318,80135B550,4014.79,US Dollar,4014.79,US Dollar,Reinvestment,0
2022/09/01 00:09,03801,80135BC00,002824,801360010,609.17,US Dollar,609.17,US Dollar,Cheque,0
2022/09/01 00:18,011157,80135CD60,011157,80135CD60,43533.04,US Dollar,43533.04,US Dollar,Reinvestment,0
2022/09/01 00:29,033344,801362920,033344,801362920,146.98,US Dollar,146.98,US Dollar,Reinvestment,0
2022/09/01 00:06,001124,80135B0A0,001124,80135B0A0,18.21,US Dollar,18.21,US Dollar,Reinvestment,0
2022/09/01 00:09,001,80135B4B0,001,80135B4B0,11.67,US Dollar,11.67,US Dollar,Reinvestment,0
2022/09/01 00:21,003229,80135C8D0,003229,80135C8D0,13.28,US Dollar,13.28,US Dollar,Reinvestment,0
2022/09/01 00:22,011157,80135FFC0,011157,80135FFC0,98.34,Euro,115.24,US Dollar,ACH,0
2022/09/01 00:22,011157,80135FFC0,011852,8088CF6C0,98.34,Euro,98.34,Euro,Credit Card,0
2022/09/01 00:02,003242,801364740,003242,801364740,13.84,US Dollar,13.84,US Dollar,Reinvestment,0
2022/09/01 00:00,012735,801364F20,012735,801364F20,19.41,US Dollar,19.41,US Dollar,Reinvestment,0
2022/09/01 00:14,022828,801365790,022828,801365790,10.32,US Dollar,10.32,US Dollar,Reinvestment,0
2022/09/01 00:24,013037,801304580,013037,801304580,101104.14,US Dollar,101104.14,US Dollar,Reinvestment,0
2022/09/01 00:14,022828,801366050,022828,801366050,2231.13,US Dollar,2231.13,US Dollar,Reinvestment,0
2022/09/01 00:15,002845,80121E820,002845,80121E820,464637.67,US Dollar,464637.67,US Dollar,Reinvestment,0
2022/09/01 00:01,031269,801366510,031269,801366510,16296.72,US Dollar,16296.72,US Dollar,Reinvestment,0
2022/09/01 00:24,002845,80121E820,002845,80121E820,13.17,US Dollar,13.17,US Dollar,Reinvestment,0
2022/09/01 00:14,022736,801364D30,022736,801364D30,14205.22,US Dollar,14205.22,US Dollar,Reinvestment,0
2022/09/01 00:10,00220,8013687E0,00220,8013687E0,102413.27,US Dollar,102413.27,US Dollar,Reinvestment,0
2022/09/01 00:24,001,801368CE0,001,801368CE0,551.53,US Dollar,551.53,US Dollar,Reinvestment,0
2022/09/01 00:23,031088,8013690E0,031088,8013690E0,17.15,US Dollar,17.15,US Dollar,Reinvestment,0
2022/09/01 00:21,032242,801369130,032242,801369130,12944.72,US Dollar,12944.72,US Dollar,Reinvestment,0
2022/09/01 00:17,00220,8013687E0,00220,8013687E0,6.95,US Dollar,6.95,US Dollar,Reinvestment,0
2022/09/01 00:22,012719,801368F10,012719,801368F10,21.18,US Dollar,21.18,US Dollar,Reinvestment,0
2022/09/01 00:16,001686,801369910,001686,801369910,101476.99,US Dollar,101476.99,US Dollar,Reinvestment,0
2022/09/01 00:19,001686,801369910,001686,801369910,19.54,US Dollar,19.54,US Dollar,Reinvestment,0
2022/09/01 00:17,002439,80136A3C0,002439,80136A3C0,40680.59,US Dollar,40680.59,US Dollar,Reinvestment,0
2022/09/01 00:03,002845,80136A7B0,002845,80136A7B0,258630.52,US Dollar,258630.52,US Dollar,Reinvestment,0
2022/09/01 00:28,002845,80136A7B0,002845,80136A7B0,11.60,US Dollar,11.60,US Dollar,Reinvestment,0
2022/09/01 00:18,002991,80136B080,002991,80136B080,2843690.68,US Dollar,2843690.68,US Dollar,Reinvestment,0
2022/09/01 00:26,012719,80136B390,012719,80136B390,9.71,US Dollar,9.71,US Dollar,Reinvestment,0
2022/09/01 00:23,002952,80136CAA0,002952,80136CAA0,2279637.58,US Dollar,2279637.58,US Dollar,Reinvestment,0
2022/09/01 00:24,002952,80136CAA0,001244,80136CBE0,154102439.08,US Dollar,154102439.08,US Dollar,Cheque,0
2022/09/01 00:25,001244,80136CBE0,005140,8022183F0,42.93,US Dollar,42.93,US Dollar,Credit Card,0
2022/09/01 00:21,001412,80136D530,001412,80136D530,477831.01,US Dollar,477831.01,US Dollar,Reinvestment,0
2022/09/01 00:26,001412,80136D530,001412,80136D530,10.64,US Dollar,10.64,US Dollar,Reinvestment,0
2022/09/01 00:15,010,80136C7E0,010,80136C7E0,20979.27,US Dollar,20979.27,US Dollar,Reinvestment,0
2022/09/01 00:29,010,80136D360,010,80136D360,3.49,US Dollar,3.49,US Dollar,Reinvestment,0
2022/09/01 00:15,011296,80136DF00,011296,80136DF00,17.86,US Dollar,17.86,US Dollar,Reinvestment,0
2022/09/01 00:27,00795,80136F1F0,00795,80136F1F0,3.57,US Dollar,3.57,US Dollar,Reinvestment,0
2022/09/01 00:10,021575,801370400,021575,801370400,20.47,US Dollar,20.47,US Dollar,Reinvestment,0
2022/09/01 00:11,010,8013707A0,010,8013707A0,240124.65,US Dollar,240124.65,US Dollar,Reinvestment,0
2022/09/01 00:23,010,8013707A0,01467,8013707F0,43033458.00,US Dollar,43033458.00,US Dollar,ACH,0
2022/09/01 00:02,010,8013707A0,010,8013707A0,14.47,US Dollar,14.47,US Dollar,Reinvestment,0
2022/09/01 00:28,01467,8013707F0,011405,802026EB0,161.12,US Dollar,161.12,US Dollar,Credit Card,0
2022/09/01 00:23,011974,801371B80,011974,801371B80,19.58,US Dollar,19.58,US Dollar,Reinvestment,0
2022/09/01 00:16,032584,801372380,032584,801372380,2707.14,US Dollar,2707.14,US Dollar,Reinvestment,0
2022/09/01 00:06,001853,801372420,001853,801372420,241.18,US Dollar,241.18,US Dollar,Reinvestment,0
2022/09/01 00:01,002947,8013721F0,002947,8013721F0,6.18,US Dollar,6.18,US Dollar,Reinvestment,0
2022/09/01 00:04,001853,801372420,001853,801372420,13.53,US Dollar,13.53,US Dollar,Reinvestment,0
2022/09/01 00:00,011405,801373620,011405,801373620,27719.41,US Dollar,27719.41,US Dollar,Reinvestment,0
2022/09/01 00:04,01729,801373C10,01729,801373C10,3932.75,US Dollar,3932.75,US Dollar,Reinvestment,0
2022/09/01 00:29,01729,801373C10,01729,801373C10,8.80,US Dollar,8.80,US Dollar,Reinvestment,0
2022/09/01 00:17,001,8013733E0,001,8013733E0,272088.98,US Dollar,272088.98,US Dollar,Reinvestment,0
2022/09/01 00:00,021258,8013188D0,001,8013733E0,37149.60,US Dollar,37149.60,US Dollar,Cheque,0
2022/09/01 00:09,021258,8013188D0,001,8013733E0,10791.85,US Dollar,10791.85,US Dollar,Credit Card,0
2022/09/01 00:00,01674,801372E50,01674,801372E50,1758643.14,US Dollar,1758643.14,US Dollar,Reinvestment,0
2022/09/01 00:27,012719,8013746D0,012719,8013746D0,21.30,US Dollar,21.30,US Dollar,Reinvestment,0
2022/09/01 00:08,003229,801374F60,003229,801374F60,443651.64,US Dollar,443651.64,US Dollar,Reinvestment,0
2022/09/01 00:23,070,100428660,003229,801374F60,31307.75,US Dollar,31307.75,US Dollar,Cheque,0
2022/09/01 00:17,001411,801158200,011296,801375EB0,33916.40,US Dollar,33916.40,US Dollar,Cheque,0
2022/09/01 00:05,001411,801158200,011296,801375EB0,11785.88,US Dollar,11785.88,US Dollar,Cash,0
2022/09/01 00:01,01601,80136EE20,01601,80136EE20,1318991.68,US Dollar,1318991.68,US Dollar,Reinvestment,0
2022/09/01 00:11,013264,80136F910,013264,80136F910,3335.18,US Dollar,3335.18,US Dollar,Reinvestment,0
2022/09/01 00:16,031819,80136FEA0,031819,80136FEA0,8266.72,US Dollar,8266.72,US Dollar,Reinvestment,0
2022/09/01 00:21,011474,80136FF90,011474,80136FF90,47612.37,US Dollar,47612.37,US Dollar,Reinvestment,0
2022/09/01 00:01,012719,80136FFE0,012719,80136FFE0,2479.74,US Dollar,2479.74,US Dollar,Reinvestment,0
2022/09/01 00:02,011474,801371990,011474,801371990,6458.49,US Dollar,6458.49,US Dollar,Reinvestment,0
2022/09/01 00:08,001853,8013729E0,001853,8013729E0,743.85,US Dollar,743.85,US Dollar,Reinvestment,0
2022/09/01 00:04,002952,801372BC0,002952,801372BC0,2224.76,US Dollar,2224.76,US Dollar,Reinvestment,0
2022/09/01 00:14,021174,801374D40,021174,801374D40,2582.55,US Dollar,2582.55,US Dollar,Reinvestment,0
2022/09/01 00:22,013037,8013758C0,013037,8013758C0,29113.90,US Dollar,29113.90,US Dollar,Reinvestment,0
2022/09/01 00:07,031140,801375CC0,012719,80136FFE0,95.11,US Dollar,95.11,US Dollar,Cheque,0
2022/09/01 00:04,011974,8013760B0,011974,8013760B0,39354.71,US Dollar,39354.71,US Dollar,Reinvestment,0
2022/09/01 00:04,032487,801376330,032487,801376330,14090.72,US Dollar,14090.72,US Dollar,Reinvestment,0
2022/09/01 00:00,012719,80136EFB0,012719,80136EFB0,4.16,US Dollar,4.16,US Dollar,Reinvestment,0
2022/09/01 00:08,001457,80136F780,001457,80136F780,5.60,US Dollar,5.60,US Dollar,Reinvestment,0
2022/09/01 00:01,013264,80136F910,013264,80136F910,20.79,US Dollar,20.79,US Dollar,Reinvestment,0
2022/09/01 00:25,002454,80136FA50,018015,80B41A910,47.16,US Dollar,47.16,US Dollar,Credit Card,0
2022/09/01 00:06,012719,80136FFE0,012719,80136FFE0,21.80,US Dollar,21.80,US Dollar,Reinvestment,0
2022/09/01 00:28,011405,8013713C0,011405,8013713C0,23.86,US Dollar,23.86,US Dollar,Reinvestment,0
